price,room_type,neighbourhood_cleansed,property_type,accommodates,beds,number_of_reviews,reviews_per_month,last_review,availability_365
$80.00,Entire home/apt,Washington Heights,Entire rental unit,2,2.0,21,0.18,2020-03-03,358
$95.00,Entire home/apt,Upper East Side,Entire rental unit,1,1.0,1,0.01,2014-08-31,322
$140.00,Entire home/apt,Bedford-Stuyvesant,Entire guest suite,5,2.0,241,1.58,2024-05-31,270
$350.00,Entire home/apt,Williamsburg,Entire rental unit,4,2.0,2,0.01,2013-04-14,365
$700.00,Private room,Prospect Heights,Private room in rental unit,2,3.0,185,1.18,2023-11-26,357
$114.00,Private room,Prospect-Lefferts Gardens,Private room in rental unit,2,1.0,57,0.36,2019-12-29,89
,Private room,Crown Heights,Private room in rental unit,2,,0,,,0
"$1,171.00",Entire home/apt,Bedford-Stuyvesant,Entire home,16,14.0,235,1.53,2024-10-28,239
,Entire home/apt,West Village,Entire rental unit,4,,1,0.01,2012-10-02,0
$130.00,Private room,Harlem,Private room in home,2,3.0,143,1.3,2024-08-24,329
,Entire home/apt,Hell's Kitchen,Entire rental unit,3,,10,0.09,2019-04-21,0
$120.00,Entire home/apt,Crown Heights,Entire rental unit,2,1.0,344,2.2,2023-09-25,34
,Private room,Harlem,Private room in home,1,,101,0.65,2015-10-31,0
$191.00,Entire home/apt,Hell's Kitchen,Entire rental unit,1,2.0,75,0.49,2024-06-30,112
$200.00,Entire home/apt,Carroll Gardens,Entire rental unit,4,2.0,132,0.85,2024-08-31,128
$109.00,Private room,Little Italy,Private room in rental unit,1,1.0,57,0.39,2024-10-06,41
,Entire home/apt,East Village,Entire rental unit,2,,15,0.1,2018-08-29,0
,Entire home/apt,West Village,Entire rental unit,3,,157,1.0,2016-08-11,0
,Entire home/apt,SoHo,Entire rental unit,2,,5,0.04,2016-11-26,0
$157.00,Entire home/apt,Hell's Kitchen,Entire rental unit,3,1.0,6,0.05,2019-09-19,365
,Entire home/apt,Crown Heights,Entire rental unit,3,,0,,,0
$165.00,Entire home/apt,West Village,Entire rental unit,2,2.0,114,0.74,2023-08-31,243
$449.00,Entire home/apt,Greenpoint,Entire rental unit,4,2.0,49,0.32,2022-11-04,160
$449.00,Entire home/apt,Greenpoint,Entire rental unit,4,2.0,89,0.61,2024-07-12,157
$449.00,Entire home/apt,Greenpoint,Entire rental unit,4,2.0,183,1.2,2024-09-21,119
$449.00,Entire home/apt,Greenpoint,Entire rental unit,4,2.0,159,1.07,2024-08-31,153
$449.00,Entire home/apt,Greenpoint,Entire rental unit,4,2.0,46,0.3,2024-06-15,160
,Private room,Williamsburg,Private room in rental unit,1,,1,0.01,2014-03-24,0
$300.00,Entire home/apt,Upper West Side,Entire rental unit,2,1.0,61,0.43,2024-10-08,223
,Private room,Elmhurst,Private room in rental unit,1,,62,0.46,2019-05-18,0
$55.00,Private room,Bedford-Stuyvesant,Private room in rental unit,3,1.0,20,0.13,2020-01-05,268
$55.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,48,0.32,2024-08-31,318
,Private room,Upper East Side,Private room in rental unit,2,,0,,,0
,Private room,Fort Greene,Private room in rental unit,1,,27,0.28,2020-01-11,0
,Entire home/apt,Harlem,Entire rental unit,9,,9,0.06,2024-07-22,333
,Entire home/apt,Harlem,Entire rental unit,9,,9,0.06,2022-10-06,340
,Entire home/apt,Harlem,Entire rental unit,9,,7,0.05,2024-08-09,315
$70.00,Private room,Upper East Side,Private room in rental unit,1,1.0,6,0.1,2024-09-01,278
,Entire home/apt,East Harlem,Entire rental unit,2,,12,0.08,2016-03-26,88
,Entire home/apt,Harlem,Entire rental unit,10,,8,0.05,2024-06-21,341
,Entire home/apt,Harlem,Entire rental unit,9,,10,0.07,2023-07-11,364
,Private room,Bushwick,Private room in rental unit,4,,129,0.85,2020-12-01,0
$75.00,Private room,Harlem,Private room in rental unit,1,1.0,32,0.21,2024-10-04,360
$75.00,Private room,Harlem,Private room in rental unit,1,1.0,29,0.19,2023-10-01,360
$156.00,Private room,Bedford-Stuyvesant,Private room in condo,2,1.0,132,0.85,2024-10-20,229
,Private room,Theater District,Private room in rental unit,2,,68,0.44,2023-05-09,0
$90.00,Private room,East Village,Private room in rental unit,2,1.0,188,1.22,2024-07-28,241
$110.00,Private room,Harlem,Private room in rental unit,1,1.0,96,0.65,2024-08-30,140
,Entire home/apt,Williamsburg,Entire rental unit,4,,25,0.25,2017-06-24,0
,Entire home/apt,Gramercy,Entire rental unit,4,,18,0.12,2018-01-02,0
$202.00,Entire home/apt,Washington Heights,Entire rental unit,2,1.0,80,0.53,2024-08-20,231
$250.00,Entire home/apt,Williamsburg,Entire rental unit,5,4.0,289,1.88,2024-07-30,326
,Entire home/apt,Williamsburg,Entire loft,2,,25,0.17,2018-12-22,0
$179.00,Entire home/apt,Upper East Side,Entire rental unit,2,1.0,162,1.05,2023-11-27,364
,Entire home/apt,Upper East Side,Entire rental unit,2,,36,0.27,2019-11-16,0
,Entire home/apt,Murray Hill,Entire rental unit,4,,49,0.36,2023-11-25,1
$237.00,Entire home/apt,Crown Heights,Entire rental unit,4,3.0,144,0.94,2023-10-26,168
$125.00,Private room,Greenpoint,Private room in rental unit,2,3.0,3,0.07,2023-06-12,363
$76.00,Private room,Hell's Kitchen,Private room in rental unit,1,1.0,183,1.52,2024-10-01,231
,Entire home/apt,Williamsburg,Entire rental unit,2,,52,0.34,2019-05-03,0
$40.00,Private room,Co-op City,Private room in rental unit,2,1.0,19,0.12,2024-05-31,308
$120.00,Private room,Harlem,Private room in condo,2,1.0,95,0.62,2024-07-31,154
$136.00,Private room,Hell's Kitchen,Private room in rental unit,2,2.0,227,1.5,2024-10-31,130
$87.00,Entire home/apt,Long Island City,Entire rental unit,1,1.0,4,0.03,2024-05-28,108
,Entire home/apt,Sunset Park,Entire rental unit,2,,19,0.12,2016-07-13,0
$175.00,Entire home/apt,Park Slope,Entire rental unit,2,2.0,10,0.07,2022-01-05,362
$220.00,Entire home/apt,Chelsea,Entire rental unit,2,1.0,153,1.01,2023-12-07,364
$83.00,Private room,Prospect-Lefferts Gardens,Private room in home,2,1.0,10,0.07,2019-06-23,190
$100.00,Private room,Chinatown,Private room in rental unit,2,1.0,162,1.06,2024-06-30,141
$500.00,Entire home/apt,Carroll Gardens,Entire townhouse,8,6.0,1,0.07,2023-08-31,196
,Entire home/apt,Maspeth,Entire rental unit,3,,2,0.01,2017-10-01,0
,Private room,Greenpoint,Private room in loft,1,,11,0.11,2023-04-19,0
$288.00,Private room,Williamsburg,Private room in loft,2,1.0,149,0.97,2024-10-26,77
$300.00,Entire home/apt,Hell's Kitchen,Entire rental unit,4,2.0,14,0.09,2020-01-01,129
,Entire home/apt,Sheepshead Bay,Entire rental unit,3,,3,0.03,2018-12-04,0
$214.00,Entire home/apt,Spuyten Duyvil,Entire guest suite,2,4.0,146,1.41,2023-10-09,365
$120.00,Private room,Upper East Side,Private room in rental unit,1,1.0,105,0.69,2024-03-30,149
,Entire home/apt,Midtown,Entire rental unit,5,,116,0.76,2016-01-03,0
$99.00,Private room,Washington Heights,Private room in home,2,3.0,12,0.16,2024-08-10,156
$75.00,Private room,Briarwood,Private room in rental unit,2,1.0,57,0.38,2017-01-07,365
$75.00,Private room,Briarwood,Private room in rental unit,2,1.0,13,0.09,2017-01-01,365
,Entire home/apt,Harlem,Entire rental unit,2,,42,0.28,2019-12-10,365
$126.00,Private room,Upper West Side,Private room in rental unit,1,1.0,25,0.16,2013-06-22,365
,Entire home/apt,Bushwick,Entire rental unit,3,,52,0.37,2017-06-30,0
$350.00,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,5,3.0,0,,,365
,Entire home/apt,West Village,Entire rental unit,2,,0,,,0
$415.00,Entire home/apt,Prospect-Lefferts Gardens,Entire rental unit,4,3.0,125,0.82,2023-10-29,364
$300.00,Entire home/apt,Boerum Hill,Entire rental unit,5,3.0,33,0.22,2023-01-01,344
,Entire home/apt,Brighton Beach,Entire rental unit,4,,9,0.06,2019-10-15,0
$190.00,Entire home/apt,Crown Heights,Entire home,6,4.0,187,1.25,2024-08-26,178
$172.00,Private room,Williamsburg,Private room in rental unit,2,1.0,178,1.17,2023-11-09,179
,Entire home/apt,East Village,Entire rental unit,1,,1,0.01,2016-05-31,0
$145.00,Entire home/apt,Greenpoint,Entire rental unit,3,1.0,46,0.31,2022-11-27,364
$125.00,Entire home/apt,South Slope,Entire rental unit,6,3.0,351,2.38,2024-09-13,228
$35.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,36,0.28,2020-04-01,100
$150.00,Entire home/apt,Astoria,Entire rental unit,3,1.0,42,0.28,2018-12-14,363
$37.00,Private room,Co-op City,Private room in rental unit,2,1.0,20,0.13,2024-02-05,306
,Private room,Washington Heights,Private room in rental unit,2,,12,0.08,2017-01-31,0
,Entire home/apt,Upper West Side,Entire rental unit,4,,7,0.05,2014-08-22,0
$364.00,Entire home/apt,Washington Heights,Entire guest suite,2,3.0,128,1.04,2024-10-30,321
,Private room,Long Island City,Private room in rental unit,1,,69,0.45,2016-09-28,0
$250.00,Private room,Park Slope,Private room in townhouse,2,1.0,10,0.37,2023-07-17,363
,Entire home/apt,Prospect Heights,Entire rental unit,3,,49,0.32,2020-03-03,0
$150.00,Entire home/apt,Clinton Hill,Entire rental unit,2,1.0,116,0.77,2024-10-01,163
$95.00,Entire home/apt,East New York,Entire home,4,4.0,66,0.43,2023-12-03,276
$157.00,Entire home/apt,South Slope,Entire condo,3,2.0,23,0.15,2024-08-31,307
,Entire home/apt,East Village,Entire rental unit,2,,4,0.03,2015-10-07,0
$55.00,Private room,Williamsburg,Private room in rental unit,2,1.0,9,0.07,2018-05-19,334
$475.00,Entire home/apt,Park Slope,Entire townhouse,6,4.0,3,0.05,2023-08-21,237
$75.00,Entire home/apt,Ridgewood,Entire rental unit,4,2.0,329,2.16,2022-08-01,226
,Entire home/apt,Chelsea,Entire rental unit,4,,11,0.07,2019-07-01,0
$425.00,Entire home/apt,Upper West Side,Entire townhouse,2,1.0,38,0.25,2022-08-27,178
,Private room,Mott Haven,Private room in rental unit,1,,23,0.15,2018-03-27,0
$101.00,Private room,Kips Bay,Private room in rental unit,1,1.0,1,0.01,2014-08-21,0
$200.00,Private room,Clinton Hill,Private room in rental unit,2,1.0,30,1.22,2023-11-19,177
$80.00,Private room,Windsor Terrace,Private room in rental unit,2,2.0,126,0.83,2019-11-03,365
$200.00,Entire home/apt,Upper West Side,Entire rental unit,2,2.0,135,0.89,2023-11-23,356
,Entire home/apt,Kensington,Entire home,5,,3,0.03,2015-08-16,0
$100.00,Private room,Clinton Hill,Private room in rental unit,2,1.0,510,3.35,2024-10-16,303
,Entire home/apt,Lower East Side,Entire rental unit,3,,16,0.11,2023-01-08,0
,Private room,Bedford-Stuyvesant,Private room in rental unit,2,,7,0.05,2019-07-30,0
,Private room,Harlem,Private room in rental unit,3,,3,0.02,2014-12-31,0
$109.00,Entire home/apt,Inwood,Entire rental unit,2,2.0,11,0.09,2018-08-16,337
,Entire home/apt,Chelsea,Entire rental unit,4,,21,0.14,2015-10-04,0
$233.00,Entire home/apt,West Village,Entire home,2,1.0,448,2.98,2024-10-12,169
,Entire home/apt,Greenwich Village,Entire rental unit,4,,6,0.04,2016-08-29,0
$100.00,Private room,Washington Heights,Private room in rental unit,1,1.0,1,0.01,2012-06-01,87
,Entire home/apt,East Village,Entire rental unit,4,,231,1.53,2024-01-18,0
,Entire home/apt,Upper East Side,Entire rental unit,2,,23,0.15,2019-01-01,0
,Entire home/apt,Harlem,Entire rental unit,4,,9,0.07,2021-07-31,0
$280.00,Entire home/apt,SoHo,Entire rental unit,3,1.0,87,0.58,2023-08-20,137
,Private room,Bedford-Stuyvesant,Private room in rental unit,3,,2,0.01,2012-05-29,0
$105.00,Entire home/apt,Upper West Side,Entire rental unit,2,1.0,12,0.24,2023-08-16,312
$175.00,Entire home/apt,Williamsburg,Entire rental unit,5,3.0,220,1.45,2024-07-17,182
$200.00,Entire home/apt,Bedford-Stuyvesant,Entire home,3,2.0,295,1.98,2023-01-03,186
$311.00,Entire home/apt,Lower East Side,Entire rental unit,2,1.0,39,0.28,2023-04-29,95
$39.00,Shared room,Jamaica,Shared room in home,3,3.0,478,3.17,2020-12-11,364
$100.00,Private room,West Village,Private room in rental unit,2,1.0,227,1.5,2023-01-01,212
,Private room,Williamsburg,Private room in rental unit,1,,5,0.18,2023-03-08,0
,Private room,Battery Park City,Private room in rental unit,2,,8,0.06,2015-12-22,0
,Entire home/apt,Tribeca,Entire loft,5,,2,0.02,2015-07-12,0
,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,4,,3,0.02,2013-09-01,0
$44.00,Private room,Harlem,Private room in rental unit,2,1.0,662,4.4,2024-10-21,237
,Entire home/apt,Carroll Gardens,Entire rental unit,4,,1,0.01,2013-01-07,0
$464.00,Private room,Fort Greene,Private room in townhouse,2,2.0,73,0.79,2023-09-03,307
$125.00,Entire home/apt,Sunnyside,Entire rental unit,1,1.0,4,0.03,2022-11-07,364
$49.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,30,0.2,2024-08-23,303
,Entire home/apt,Fort Hamilton,Entire loft,3,,3,0.02,2017-08-12,0
,Entire home/apt,East Village,Entire rental unit,2,,63,0.42,2020-02-22,0
$138.00,Private room,Prospect Heights,Private room in rental unit,2,1.0,229,1.63,2024-10-07,364
,Entire home/apt,Park Slope,Entire townhouse,5,,58,0.47,2021-10-11,0
$150.00,Entire home/apt,Bayside,Entire rental unit,2,1.0,9,0.1,2022-12-19,113
,Private room,Jackson Heights,Private room in townhouse,2,,234,1.58,2019-11-18,0
$749.00,Entire home/apt,South Slope,Entire home,2,4.0,17,0.16,2022-08-21,363
$150.00,Private room,Williamsburg,Private room in condo,2,1.0,236,1.58,2024-10-20,234
,Private room,Williamsburg,Private room in rental unit,1,,1,0.01,2012-06-28,0
$80.00,Private room,Hell's Kitchen,Private room in rental unit,1,1.0,0,,,362
$149.00,Private room,Bedford-Stuyvesant,Private room in townhouse,2,1.0,173,1.18,2024-10-27,334
,Private room,New Springville,Private room in rental unit,1,,8,0.07,2018-10-22,0
,Entire home/apt,Greenwich Village,Entire rental unit,2,,21,0.14,2022-11-09,0
$304.00,Entire home/apt,Prospect Heights,Entire condo,5,2.0,84,0.56,2023-07-18,358
,Entire home/apt,Lower East Side,Entire rental unit,1,,68,0.46,2024-09-12,0
,Private room,Upper East Side,Private room in rental unit,1,,1,0.01,2012-06-22,0
,Private room,Bushwick,Private room in rental unit,2,,52,0.37,2022-12-05,0
$49.00,Private room,Bedford-Stuyvesant,Private room in rental unit,1,1.0,64,0.43,2024-07-29,320
,Entire home/apt,Lower East Side,Entire condo,2,,42,0.28,2024-10-31,0
$125.00,Entire home/apt,Prospect Heights,Entire rental unit,2,2.0,1,0.01,2012-07-11,269
,Entire home/apt,Boerum Hill,Entire rental unit,6,,251,1.67,2024-08-15,0
,Entire home/apt,Bushwick,Entire loft,2,,0,,,247
,Entire home/apt,Ridgewood,Entire rental unit,2,,3,0.02,2015-08-15,0
$79.00,Private room,Upper East Side,Private room in rental unit,1,2.0,15,0.11,2021-11-05,363
$85.00,Private room,Sunnyside,Private room in rental unit,2,1.0,262,1.74,2020-03-11,365
,Entire home/apt,Clinton Hill,Entire rental unit,2,,2,0.01,2016-04-28,0
,Private room,South Slope,Private room in rental unit,2,,5,0.03,2012-12-31,0
$509.00,Entire home/apt,Windsor Terrace,Entire townhouse,6,4.0,31,0.21,2024-08-25,158
$179.00,Entire home/apt,East Village,Entire rental unit,2,0.0,186,1.24,2024-09-21,37
,Private room,Upper East Side,Private room in rental unit,2,,10,0.13,2024-04-11,19
$49.00,Private room,Sunset Park,Private room in rental unit,1,1.0,18,0.13,2024-09-18,204
,Entire home/apt,West Village,Entire rental unit,2,,1,0.01,2015-05-23,0
$104.00,Private room,Upper West Side,Private room in rental unit,1,1.0,97,0.65,2024-10-17,241
$84.00,Entire home/apt,Prospect-Lefferts Gardens,Entire rental unit,2,2.0,27,0.18,2022-08-12,168
$264.00,Entire home/apt,West Village,Entire rental unit,2,1.0,115,0.78,2024-07-02,354
$120.00,Entire home/apt,East Village,Entire rental unit,2,0.0,70,0.47,2024-10-19,156
$43.00,Private room,Bushwick,Private room in rental unit,2,1.0,31,0.23,2024-10-10,155
$109.00,Entire home/apt,Inwood,Entire rental unit,2,2.0,36,0.24,2014-12-01,331
$130.00,Private room,Astoria,Private room in rental unit,2,1.0,74,0.49,2019-05-15,365
$180.00,Entire home/apt,Harlem,Entire rental unit,6,3.0,272,1.81,2024-10-15,336
$307.00,Entire home/apt,Williamsburg,Entire loft,2,1.0,44,0.31,2023-08-04,269
$60.00,Entire home/apt,Ridgewood,Entire rental unit,2,3.0,151,1.01,2023-10-21,90
,Entire home/apt,Sunset Park,Entire rental unit,4,,0,,,0
$200.00,Private room,Clinton Hill,Private room in rental unit,3,1.0,2,0.01,2015-08-07,365
,Private room,Greenpoint,Private room in rental unit,1,,0,,,0
,Entire home/apt,East Village,Entire rental unit,2,,5,0.04,2015-05-25,0
$66.00,Private room,Windsor Terrace,Private room in rental unit,1,1.0,7,0.08,2023-11-27,363
,Entire home/apt,Chelsea,Entire loft,5,,15,0.13,2017-08-10,0
,Private room,Crown Heights,Private room in condo,2,,16,0.11,2022-05-14,20
$117.00,Entire home/apt,Crown Heights,Entire rental unit,6,3.0,255,1.71,2024-10-20,339
$267.00,Entire home/apt,Harlem,Entire rental unit,5,3.0,241,1.86,2024-10-25,128
$120.00,Private room,Harlem,Private room in condo,3,0.0,21,0.14,2023-09-14,90
$125.00,Private room,Harlem,Private room in rental unit,3,1.0,64,0.43,2023-07-28,90
,Entire home/apt,Greenpoint,Entire rental unit,2,,24,0.16,2019-12-09,0
$240.00,Private room,East Village,Private room in rental unit,2,2.0,138,0.93,2024-08-24,337
,Entire home/apt,West Village,Entire rental unit,2,,27,0.19,2016-12-05,0
,Entire home/apt,Kips Bay,Entire rental unit,2,,39,0.26,2018-12-03,0
,Private room,Bedford-Stuyvesant,Private room in rental unit,1,,1,0.01,2016-12-28,0
,Private room,East Village,Private room in rental unit,4,,138,0.94,2020-02-03,0
$90.00,Entire home/apt,Bushwick,Entire loft,2,1.0,63,0.43,2024-06-30,171
,Entire home/apt,Bushwick,Entire rental unit,2,,6,0.05,2018-04-15,0
$148.00,Entire home/apt,Red Hook,Entire rental unit,2,0.0,45,0.3,2021-05-31,179
,Entire home/apt,Fort Greene,Entire loft,3,,27,0.18,2020-03-01,0
$114.00,Entire home/apt,Crown Heights,Entire rental unit,4,2.0,320,2.13,2023-10-09,152
$175.00,Private room,Hell's Kitchen,Private room in rental unit,2,1.0,24,0.16,2024-08-17,332
$102.00,Private room,Crown Heights,Private room in home,2,1.0,130,0.88,2024-06-30,86
$90.00,Private room,Bedford-Stuyvesant,Private room in rental unit,1,1.0,58,0.45,2024-08-19,365
,Entire home/apt,Harlem,Entire condo,3,,8,0.05,2024-08-04,307
,Entire home/apt,Upper West Side,Entire rental unit,4,,4,0.03,2017-08-22,0
$70.00,Private room,Greenpoint,Private room in rental unit,2,1.0,26,0.2,2024-07-31,63
$105.00,Private room,Two Bridges,Private room in rental unit,1,1.0,53,0.36,2024-10-22,66
,Entire home/apt,Bushwick,Entire rental unit,5,,26,0.18,2020-03-14,0
$282.00,Entire home/apt,Williamsburg,Entire rental unit,2,1.0,34,0.24,2018-08-06,307
$69.00,Private room,Astoria,Private room in townhouse,2,2.0,22,0.15,2016-07-01,55
,Entire home/apt,East Village,Entire loft,2,,3,0.02,2013-04-01,0
,Private room,Hell's Kitchen,Private room in rental unit,2,,72,0.49,2019-12-14,0
,Private room,Williamsburg,Private room in rental unit,1,,1,0.01,2015-03-31,0
$126.00,Private room,Gravesend,Private room in rental unit,2,1.0,112,0.8,2023-09-01,365
$200.00,Entire home/apt,SoHo,Entire loft,2,1.0,24,0.16,2024-01-04,248
,Entire home/apt,Harlem,Entire rental unit,2,,59,0.42,2024-08-18,338
$275.00,Private room,Nolita,Private room in rental unit,1,1.0,157,1.12,2022-10-29,365
,Private room,Tribeca,Private room in loft,4,,60,0.4,2014-04-27,0
,Entire home/apt,Upper East Side,Entire rental unit,2,,10,0.07,2015-08-09,0
,Entire home/apt,West Village,Entire rental unit,4,,5,0.03,2015-10-11,0
,Entire home/apt,Greenwich Village,Entire rental unit,2,,0,,,0
,Entire home/apt,Park Slope,Entire rental unit,3,,9,0.06,2014-05-13,0
$120.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,1.0,20,0.16,2022-10-29,177
,Entire home/apt,Upper West Side,Entire condo,3,,11,0.1,2023-07-31,0
$90.00,Private room,Prospect Heights,Private room in home,2,1.0,97,0.66,2024-11-01,305
,Entire home/apt,Boerum Hill,Entire rental unit,4,,2,0.02,2015-12-29,0
,Entire home/apt,Prospect Heights,Entire loft,6,,6,0.04,2020-12-01,0
$150.00,Entire home/apt,Hell's Kitchen,Entire rental unit,2,1.0,78,0.53,2024-10-13,142
$120.00,Entire home/apt,East Harlem,Entire rental unit,2,1.0,251,1.69,2024-09-22,69
,Entire home/apt,Prospect Heights,Entire rental unit,2,,7,0.05,2015-12-31,0
$245.00,Entire home/apt,East Village,Entire condo,5,2.0,276,1.88,2020-03-21,321
$65.00,Private room,Harlem,Private room in rental unit,1,1.0,31,1.13,2024-04-16,357
$100.00,Entire home/apt,Harlem,Entire rental unit,2,2.0,283,2.05,2024-10-22,24
,Entire home/apt,Williamsburg,Entire rental unit,2,,15,0.1,2017-07-29,0
,Entire home/apt,Sunset Park,Entire rental unit,3,,9,0.06,2020-01-31,0
$200.00,Entire home/apt,Prospect Heights,Entire home,3,2.0,13,0.09,2019-08-19,187
,Shared room,Hell's Kitchen,Shared room in rental unit,16,,2,0.01,2013-07-20,0
,Private room,Crown Heights,Private room in rental unit,2,,0,,,0
,Entire home/apt,East Village,Entire rental unit,2,,64,0.43,2023-01-03,52
,Entire home/apt,Williamsburg,Entire rental unit,4,,0,,,0
,Entire home/apt,Harlem,Entire rental unit,2,,6,0.04,2018-08-16,0
